year	month	day	max_wind_gust	xwser	avg_wind_speed	awser	avg_wind_dir	awder	sol_rad	soler	max_air_temp	xater	min_air_temp	nater	avg_air_temp	aater	max_rel_hum	xrher	min_rel_hum	nrher	avg_rel_hum	arher	avg_dewpt_temp	adper	precip	pcer	pot_evapot	pevaper	max_soiltemp_4in_sod	xst4soder	min_soiltemp_4in_sod	nst4soder	avg_soiltemp_4in_sod	ast4soder	max_soiltemp_8in_sod	xst8soder	min_soiltemp_8in_sod	nst8soder	avg_soiltemp_8in_sod	ast8soder	max_soiltemp_4in_bare	xst4bareer	min_soiltemp_4in_bare	nst4bareer	avg_soiltemp_4in_bare	ast4bareer	max_soiltemp_2in_bare	xst2bareer	min_soiltemp_2in_bare	nst2bareer	avg_soiltemp_2in_bare	ast2bareer	site
			mph		mph		deg		MJ/m*m		degF		degF		degF		%		%		%		degF		in		in		degF		degF		degF		degF		degF		degF		degF		degF		degF		degF		degF		degF		
2023	9	17	18.6		7.3		196.1		7.1		66.9		49.8		58.7		96.8		68.3		90.4		55.7		0.47		0.05		69.4		64.0		66.4		68.4		64.2		65.9		69.5		60.7		65.3		70.6		56.5		63.8		ste
2023	9	18	13.2		5.5		182.4		18.1		74.2		48.2		59.7		97.9		36.8		75.4		50.7		0.00		0.14		71.0		61.4		65.5		68.5		62.1		65.0		73.7		56.2		64.3		77.5		52.1		63.8		ste
2023	9	19	21.6		7.4		111.2		8.3		80.3		49.8		61.1		93.2		34.5		73.8		51.6		0.03		0.09		69.2		62.3		65.3		67.8		62.7		64.9		69.7		57.8		62.8		73.7		54.5		61.7		ste
2023	9	20	16.0		6.9		63.0		17.4		79.9		51.5		66.6		91.7		35.4		66.1		53.9		0.00		0.16		71.9		62.2		66.5		69.2		62.5		65.4		77.5		58.0		66.7		84.6		55.1		68.1		ste
2023	9	21	13.8		5.8		40.6		5.6		71.4		59.8		65.3		96.1		70.0		87.0		61.2		0.42		0.05		70.9		65.0		67.5		69.2		64.3		66.3		71.4		63.6		66.9		73.5		62.4		66.8		ste
2023	9	22	17.1		5.5		44.3		8.6		78.4		62.2		68.7		97.1		50.6		77.9		60.9		0.18		0.09		72.8		65.8		68.7		70.5		65.0		67.2		73.5		63.7		67.9		76.5		62.8		68.2		ste
2023	9	23	18.6		8.4		29.0		19.6		81.4		55.4		67.2		89.9		31.2		62.2		52.5		0.00		0.18		74.1		65.3		69.1		71.2		65.0		67.8		77.2		61.4		68.0		83.7		52.1		68.3		ste
2023	9	24	15.5		7.9		31.0		15.8		78.4		49.3		64.6		93.3		33.5		65.3		51.3		0.00		0.14		72.1		64.1		67.8		70.2		64.4		67.1		74.8		58.7		66.4		79.8		55.0		66.4		ste
2023	9	25	19.1		8.3		17.3		10.8		78.3		58.1		66.8		94.5		51.0		74.8		58.2		0.23		0.10		71.9		65.1		68.0		70.0		64.9		67.1		74.8		62.5		67.5		79.4		60.8		67.9		ste
2023	9	26	18.6		8.1		24.3		13.7		80.5		60.3		67.3		94.6		49.0		80.0		60.3		0.02		0.12		73.0		65.5		68.9		70.9		65.1		67.6		75.1		62.8		68.2		80.5		61.3		68.6		ste
2023	9	27	15.3		6.7		9.2		6.5		70.3		58.1		63.9		97.0		75.0		88.5		60.4		0.09		0.05		71.5		65.8		68.4		70.2		65.5		67.5		71.1		62.2		66.2		72.2		60.2		65.8		ste
2023	9	28	11.6		4.7		40.8		9.6		73.6	M	54.2	M	64.0	M	96.5	M	57.8	M	83.3	M	58.8	M	0.00		0.06	M	72.8		66.1		68.7		70.9		65.6		67.7		72.4		62.8		66.7		75.1		59.3		66.4		ste
2023	9	29	13.4		4.5		101.6		16.7		79.8		51.0		64.2		98.6		45.6		79.8		56.8		0.01		0.13		75.1		64.0		68.7		71.9		64.3		67.5		78.2		59.8		67.4		85.7		57.2		68.3		ste
2023	9	30	16.1		6.6		124.7		18.4		84.4		54.6		68.4		96.4		37.7		69.5		56.6		0.00		0.16		75.9		65.0		69.7		72.6		65.0		68.4		80.9		61.5		70.0		89.1		58.8		71.3		ste
